customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4451,0,0.0,0,0,-1.225090450993751,1,0,1,0,0,2,0,0,2,0,1,3,0.7178539356137904,1309,1
26,0,0.0,1,1,0.9225727603845962,1,0,1,0,2,2,2,2,2,1,1,0,1.2832924428034505,4679,0
71,1,0.0,1,0,-0.4551734506883058,1,2,1,0,2,2,2,2,2,0,1,2,1.525623231599019,1952,1
2926,1,0.0,1,0,1.5304019711520531,1,2,1,2,2,0,2,0,0,2,1,1,0.7760133249247267,4903,0
2955,0,0.0,1,0,1.165704444691579,1,2,1,0,0,2,2,2,2,0,1,2,1.3689159881778845,5348,0
3781,1,0.0,1,1,0.43630939177063083,1,0,0,2,0,2,2,2,2,2,1,1,0.490062994145956,3088,0
5658,1,0.0,0,0,0.5983971813086193,1,2,1,0,2,2,0,2,2,1,1,2,1.2639059796998047,4130,0
181,1,0.0,0,0,-1.1035246088402597,1,0,0,0,0,2,2,2,0,0,1,1,-0.0010607378130631114,2760,0
3031,0,0.0,0,0,1.206226392076076,1,2,2,1,1,1,1,1,1,2,1,1,-1.2337166834865223,1011,0
1586,0,0.0,1,1,-0.6577831876107914,1,0,1,0,2,2,0,2,0,0,1,1,0.8228639440918701,798,1
6464,0,0.0,1,1,-0.7388270823797857,1,2,2,1,1,1,1,1,1,0,0,3,-1.2417943764463746,3204,0
2172,1,0.0,1,1,1.1251824973070819,1,0,1,0,2,2,0,2,0,1,0,2,0.8713301018509839,4531,1
6426,0,0.0,1,0,0.7199630234621106,1,2,1,2,2,0,2,2,2,1,0,2,1.4399996862245847,4647,1
6801,1,0.0,1,1,0.23369965484814523,1,2,2,1,1,1,1,1,1,2,0,1,-1.2579497623660791,6473,0
2435,0,0.0,1,1,1.5304019711520531,1,0,0,2,2,2,2,0,2,1,0,1,0.3268935963569395,4374,0
1835,0,0.0,1,1,0.19317770746364812,1,2,1,0,2,0,0,2,0,0,1,2,0.801861942396254,2898,0
5814,1,0.0,1,1,1.206226392076076,1,0,0,2,0,2,2,0,2,1,0,1,0.23965451239053512,3804,0
4960,1,0.0,0,0,-1.2656123983782481,1,0,0,0,0,0,0,0,0,0,0,3,-0.632736327273512,3741,1
4319,1,0.0,0,0,0.152655760079151,1,0,0,2,0,2,2,2,2,0,1,1,0.4916785327379264,2466,0
3225,1,0.0,0,0,0.47683133915512793,1,0,2,1,1,1,1,1,1,2,0,1,-1.4081948514193317,6336,0
263,0,0.0,1,0,1.6114458659210473,1,2,1,2,0,2,0,2,2,2,1,1,1.3252964461946823,5817,0
704,0,0.0,1,1,-0.8198709771487799,1,0,2,1,1,1,1,1,1,1,0,0,-1.4275813145229772,1932,1
2110,1,0.0,0,0,-1.2656123983782481,1,0,1,0,0,0,0,2,2,0,1,2,0.8374037914196043,6304,1
286,0,0.0,1,1,-0.6983051349952885,1,0,2,1,1,1,1,1,1,1,0,3,-1.4033482356434204,2549,0
4912,0,0.0,0,0,1.3277922342295674,1,0,0,2,2,2,2,2,2,2,1,0,0.6742343936305878,4533,0
6885,1,0.0,1,0,1.6114458659210473,1,2,0,2,2,2,2,2,2,2,1,1,0.9052564122823634,5366,0
5258,0,0.0,1,1,1.6114458659210473,1,2,0,2,2,2,2,2,2,2,0,1,0.8341727142356632,5214,0
4266,0,0.0,1,1,1.6114458659210473,1,2,1,2,2,2,2,2,2,2,1,0,1.674252782060301,6200,0
1543,1,0.0,0,1,0.8010069182311049,1,2,0,2,2,0,2,2,2,2,1,3,0.6839276251824109,3790,0
6150,1,0.0,0,0,-1.225090450993751,1,2,2,1,1,1,1,1,1,0,0,3,-1.264411916733961,5039,0
5614,0,0.0,0,0,-1.1035246088402597,1,0,0,2,0,0,2,2,0,0,1,2,0.011863570922700272,3051,0
5469,0,0.0,0,0,1.4493580763830587,1,0,2,1,1,1,1,1,1,2,0,1,-1.4049637742353906,786,0
1640,0,0.0,0,1,1.206226392076076,1,2,1,0,0,2,0,2,2,1,1,2,1.168589202773548,5167,1
5937,1,0.0,0,0,1.6114458659210473,1,2,0,2,2,0,2,2,2,2,0,1,0.7130073198378789,5100,0
1498,1,0.0,0,0,-1.2656123983782481,1,0,0,0,2,0,0,0,0,0,0,2,-0.4259473875012936,4235,1
2257,0,0.0,1,0,1.3683141816140645,1,2,1,2,2,0,2,0,0,1,0,2,0.808324096764136,4839,0
3361,1,0.0,0,0,-0.2525637137658202,1,0,2,1,1,1,1,1,1,1,0,1,-1.4275813145229772,3890,0
6883,1,0.0,1,1,1.2872702868450703,1,2,1,2,0,2,0,0,2,2,0,0,0.9504914928575364,4799,0
7010,0,0.0,0,0,-1.184568503609254,1,0,1,0,2,0,0,2,2,0,1,2,1.0054198049845315,2667,1
2896,1,0.0,0,0,-0.4146515033038087,1,2,1,0,0,0,0,2,2,0,1,1,0.9908799576567978,1734,1
2568,1,0.0,1,0,-1.1440465562247568,1,0,1,0,0,2,2,0,0,0,1,3,0.536913613313099,2772,1
1884,0,0.0,0,0,-1.1035246088402597,1,0,2,1,1,1,1,1,1,0,1,3,-1.4049637742353906,80,0
2313,1,0.0,1,0,1.0846605499225848,1,2,1,0,0,0,0,0,2,1,0,2,0.6968519339181742,4296,1
208,1,0.0,0,1,-1.184568503609254,1,2,2,1,1,1,1,1,1,2,1,3,-1.2143302203828767,383,0
1307,0,0.0,1,0,1.6114458659210473,1,2,1,2,0,2,2,2,0,2,1,0,1.1055831976867,5528,0
1080,1,0.0,1,1,1.0036166551535906,1,0,1,0,2,2,0,2,2,1,1,1,1.084581195991084,4632,0
1198,1,0.0,0,1,1.3683141816140645,1,0,2,1,1,1,1,1,1,2,0,1,-1.4227346987470657,493,0
3309,1,0.0,0,1,0.5173532865396251,1,2,1,0,0,2,0,2,2,2,0,0,1.154049355445814,3931,0
119,0,0.0,0,0,-0.6983051349952885,1,0,1,2,0,2,2,2,2,0,0,2,1.3285275233786231,1035,1
5636,0,0.0,0,0,1.1251824973070819,1,2,0,2,0,2,2,0,0,1,0,2,0.024787879658464115,3453,0
6570,1,0.0,0,0,0.03108991792565964,1,2,0,0,2,0,0,0,0,0,1,0,-0.30155091591956834,1150,0
6947,1,0.0,0,0,-0.9009148719177741,1,0,1,2,2,2,2,2,2,0,1,2,1.4900813825756687,83,1
2746,0,0.0,0,0,-1.0630026614557626,1,0,1,0,0,2,0,0,2,0,0,2,0.6435391603831495,4205,1
2240,0,0.0,1,0,1.4088361289985616,1,2,1,2,0,2,2,2,2,1,1,2,1.5272387701909895,5783,0
3261,1,0.0,0,0,-1.2656123983782481,1,0,2,1,1,1,1,1,1,0,1,3,-1.419503621563125,1607,0
30,1,0.0,1,1,0.19317770746364812,1,0,1,0,0,0,0,2,2,1,0,1,0.8794077948108362,2826,0
5343,0,0.0,1,1,1.2467483394605732,1,2,1,2,2,2,0,2,0,0,1,2,1.1815135115093116,5049,1
4172,1,0.0,1,1,-0.0499539768433346,1,2,1,2,0,2,2,0,0,0,0,2,0.8180173283159586,2443,0
2680,1,0.0,1,1,0.7199630234621106,1,2,1,0,2,2,0,2,2,0,1,0,1.2881390585793615,4250,1
5675,0,0.0,1,0,1.2467483394605732,1,2,1,0,0,0,2,0,0,1,1,1,0.5563000764167447,4202,0
500,1,0.0,0,0,-0.09047592422783171,1,2,1,2,2,0,0,0,2,0,1,1,0.9795711875130043,2328,0
6338,1,0.0,1,0,1.5709239185365502,1,2,1,2,2,2,2,2,2,2,1,0,1.6839460136121236,6142,0
463,0,0.0,0,0,0.841528865615602,1,2,1,0,2,2,0,2,2,2,0,2,1.3430673707063572,4694,0
3015,0,0.0,0,0,-0.8198709771487799,1,0,1,2,0,0,2,2,2,0,1,0,1.1282007379742867,232,1
1555,1,0.0,1,0,0.7199630234621106,1,2,1,2,2,0,0,0,2,0,1,1,0.9828022646969455,4164,0
714,0,0.0,0,0,-1.225090450993751,1,0,2,1,1,1,1,1,1,0,0,3,-1.4372745460747998,2346,0
6853,0,0.0,0,0,-0.9414368193022712,1,2,1,0,0,2,0,2,2,0,0,1,1.1088142748706409,6377,1
1873,1,0.0,0,0,-0.6172612402262942,1,0,1,2,0,0,0,2,2,0,0,2,0.9650313401852701,1097,1
3750,0,0.0,1,0,0.9630947077690933,1,0,1,2,2,2,0,2,2,1,1,1,1.3446829092983277,4959,0
254,1,0.0,1,1,1.4088361289985616,1,0,0,2,2,2,0,2,2,2,0,1,0.5611466921926558,4485,0
3939,1,0.0,0,0,-1.1440465562247568,1,0,0,0,0,0,0,2,0,0,1,2,-0.2450070652006023,1974,0
182,1,0.0,0,0,-0.5362173454573,1,0,0,0,2,0,2,0,2,1,1,0,0.04417434276210942,423,0
3286,0,0.0,0,1,-0.9819587666867683,1,0,2,1,1,1,1,1,1,0,0,3,-1.4227346987470657,1199,0
567,0,0.0,0,0,1.5709239185365502,1,2,1,0,2,2,2,2,2,2,1,2,1.5272387701909895,6005,0
2715,1,0.0,1,1,1.6114458659210473,1,2,1,2,0,2,0,2,2,1,1,0,1.3608382952180322,5933,0
4250,1,0.0,0,0,-0.8198709771487799,1,0,2,1,1,1,1,1,1,1,0,1,-1.419503621563125,2322,0
4278,1,0.0,1,1,1.6114458659210473,1,2,2,1,1,1,1,1,1,2,1,0,-1.2531031465901676,1340,0
4326,0,0.0,0,0,-0.2525637137658202,1,2,1,0,0,2,0,0,0,0,1,2,0.5401446904970401,1813,0
3640,0,0.0,0,0,-0.4551734506883058,1,0,1,0,2,2,2,2,2,1,1,3,1.310756598866948,1873,0
5292,1,0.0,1,0,1.1251824973070819,1,2,2,1,1,1,1,1,1,1,0,0,-1.2870294570215473,919,0
6315,1,0.0,0,0,-0.8198709771487799,1,0,2,1,1,1,1,1,1,0,0,3,-1.406579312827361,2204,0
3005,1,0.0,1,0,-0.6577831876107914,1,2,1,0,0,0,0,0,0,0,1,2,0.3688975997481717,350,0
6490,0,0.0,1,0,1.2467483394605732,1,2,0,2,2,0,0,2,2,1,1,1,0.507833918657631,4046,0
3839,0,0.0,1,1,-0.009432029458837478,1,0,0,2,2,2,2,0,2,0,0,0,0.39797729440363966,2049,0
6780,0,0.0,0,0,-0.7793490297642828,1,0,1,0,2,2,0,0,0,0,1,2,0.5546845378247743,6451,1
585,0,0.0,1,1,1.4493580763830587,1,2,1,0,2,0,2,2,2,2,1,1,1.284907981395421,5539,0
6232,0,0.0,1,1,-0.09047592422783171,1,0,1,0,0,2,0,0,2,1,0,2,0.7259316285736427,2191,0
3634,0,0.0,0,0,-0.6577831876107914,1,0,1,0,2,0,0,0,0,0,0,0,0.3592043681963486,389,0
306,1,0.0,0,0,0.03108991792565964,1,0,1,0,2,0,2,0,0,2,0,0,0.536913613313099,2299,0
4093,1,0.0,1,0,1.6114458659210473,1,0,2,1,1,1,1,1,1,2,0,1,-1.4437367004426818,559,0
4054,0,0.0,1,1,-1.3061343457627452,1,0,0,2,2,2,0,2,2,2,0,3,0.5449913062729512,0,0
4540,0,0.0,0,0,-1.0630026614557626,1,2,1,2,0,0,0,0,0,0,1,2,0.48683191696201483,3690,1
1855,0,0.0,1,0,1.3277922342295674,1,2,1,0,2,2,2,2,2,1,1,1,1.4238443003048802,5585,0
225,0,0.0,0,0,-0.6983051349952885,1,0,2,1,1,1,1,1,1,0,0,3,-1.4243502373390362,2782,0
566,0,0.0,0,1,-0.3336076085348144,1,0,2,1,1,1,1,1,1,1,0,0,-1.3871928497237158,4442,0
5358,1,0.0,0,0,-0.3336076085348144,1,0,1,0,0,0,0,0,2,0,1,1,0.5126805344335421,1628,0
4508,0,0.0,1,1,0.8820508130000991,1,2,1,2,2,0,0,2,2,0,1,0,1.2962167515392138,4673,0
4739,0,0.0,0,0,-1.184568503609254,1,2,1,0,0,0,0,0,0,0,0,0,0.3365868279087626,1768,1
4420,1,0.0,1,1,-1.1440465562247568,1,0,2,1,1,1,1,1,1,0,1,3,-1.4049637742353906,5867,0
4375,1,0.0,1,1,0.11213381269465388,1,0,2,1,1,1,1,1,1,2,0,0,-1.4049637742353906,5818,0
6057,0,0.0,0,0,-0.9819587666867683,1,0,1,0,2,0,0,0,0,0,0,2,0.37535975411605316,4467,0
6001,1,0.0,0,0,-0.4146515033038087,1,0,0,2,0,0,2,0,0,0,0,3,-0.2870110685918341,461,0
579,0,0.0,0,0,-0.6983051349952885,1,0,0,2,0,2,2,0,0,0,0,2,-0.16261459701010886,6455,0
3830,1,0.0,0,0,-0.4146515033038087,1,2,1,0,0,0,0,2,2,0,1,2,1.0054198049845315,1778,0
6646,1,0.0,1,0,-1.2656123983782481,1,0,0,0,0,0,0,0,0,0,0,1,-0.6230430957216891,3746,1
2285,0,0.0,1,1,1.5709239185365502,1,2,2,1,1,1,1,1,1,2,0,0,-1.2450254536303154,1366,0
5950,1,0.0,0,0,-1.1440465562247568,1,0,0,2,0,2,0,0,0,0,0,2,-0.23369829505680906,2101,0
2813,1,0.0,0,0,-0.2930856611503173,1,2,0,2,2,2,2,0,2,0,0,0,0.5740710009284197,1660,0
4012,0,0.0,1,1,-0.009432029458837478,1,0,1,0,2,0,0,2,0,0,1,2,0.7146228584298492,2367,0
3060,1,0.0,0,0,-0.6172612402262942,1,0,2,1,1,1,1,1,1,1,1,3,-1.4049637742353906,3156,0
6441,1,0.0,0,0,-1.2656123983782481,1,0,0,0,0,0,0,0,0,0,1,3,-0.59073232388228,3822,1
3166,1,0.0,0,0,-1.0224807140712655,1,0,2,1,1,1,1,1,1,0,0,2,-1.445352239034652,229,1
5513,1,0.0,0,1,-1.184568503609254,1,0,2,1,1,1,1,1,1,0,0,3,-1.3936550040915974,4913,0
2401,0,0.0,0,0,1.5709239185365502,1,0,0,2,2,2,2,2,0,2,0,1,0.43190360483501916,4603,0
2203,0,0.0,0,0,-1.225090450993751,1,2,1,0,0,0,0,2,2,0,1,2,1.0344994996399999,1255,1
5184,0,0.0,0,0,-1.2656123983782481,1,0,1,0,0,0,0,2,2,0,0,2,0.85840579311522,6324,1
3526,1,0.0,1,0,0.6794410760776135,1,2,1,2,2,0,0,2,0,0,1,0,0.9650313401852701,4003,0
373,1,0.0,0,0,1.0441386025380877,1,0,0,0,2,2,2,2,0,2,0,0,0.19765050899930287,3461,0
407,0,0.0,1,1,1.0846605499225848,1,0,0,0,2,0,2,2,2,2,1,1,0.38666852425984666,3872,0
1958,1,0.0,0,0,1.5709239185365502,1,2,1,2,0,2,2,2,2,2,1,2,1.4238443003048802,5788,1
4154,1,0.0,0,0,-1.2656123983782481,1,0,1,0,0,0,0,0,0,0,1,2,0.19118835463142142,5454,1
4158,0,0.0,0,0,-0.860392924533277,1,2,1,0,0,0,0,0,0,0,0,2,0.36405098397226016,6291,0
4578,0,0.0,1,1,0.11213381269465388,1,0,0,2,0,0,2,0,0,1,1,0,-0.29185768436774545,1518,0
2319,0,0.0,0,0,-0.4956953980728029,1,0,2,1,1,1,1,1,1,0,1,0,-1.4372745460747998,3521,0
762,1,0.0,1,1,0.31474354961713946,1,0,2,1,1,1,1,1,1,2,0,3,-1.4340434688908588,6050,0
1707,0,0.0,0,0,0.27422160223264236,1,0,0,2,0,0,0,0,0,1,1,2,-0.5212641644275504,1461,0
6069,1,0.0,0,0,-1.2656123983782481,1,2,1,0,0,0,0,0,2,0,1,2,0.7307782443495539,6242,1
5799,0,0.0,1,1,1.6114458659210473,1,2,2,1,1,1,1,1,1,2,0,0,-1.299953765757311,1165,0
1781,0,0.0,0,0,-0.8198709771487799,1,0,0,0,0,0,0,0,0,0,0,0,-0.6521227903771576,4494,0
2607,1,0.0,0,0,-1.2656123983782481,1,0,2,1,1,1,1,1,1,0,0,0,-1.4291968531149475,1489,0
6382,1,0.0,0,1,-0.21204176638132308,1,0,2,1,1,1,1,1,1,0,0,3,-1.448583316218593,4474,0
2296,1,0.0,1,1,0.07161186531015676,1,0,2,1,1,1,1,1,1,1,0,1,-1.4340434688908588,5364,0
824,0,0.0,1,0,0.9630947077690933,1,0,1,2,0,2,0,0,0,2,0,0,0.5272203817612763,3840,0
5933,0,0.0,0,0,1.0441386025380877,1,2,2,1,1,1,1,1,1,2,0,1,-1.2805673026536655,781,0
3444,0,0.0,1,1,-0.4146515033038087,1,2,2,1,1,1,1,1,1,2,0,1,-1.2514876079981971,4602,0
6434,0,0.0,1,1,-0.9009148719177741,1,2,2,1,1,1,1,1,1,2,0,1,-1.2240234519346993,1884,0
5174,1,0.0,0,0,-0.7793490297642828,1,0,2,1,1,1,1,1,1,2,0,1,-1.4211191601550952,2331,0
2701,0,0.0,0,0,0.11213381269465388,1,2,1,0,2,0,2,0,0,0,0,1,0.688774240958322,2520,1
4713,0,0.0,0,0,0.07161186531015676,1,0,1,0,0,0,0,0,0,0,1,1,0.19441943181536214,2059,1
1747,1,0.0,1,0,1.6114458659210473,1,0,2,1,1,1,1,1,1,2,0,0,-1.3985016198675086,886,0
2263,1,0.0,0,0,-1.225090450993751,1,0,0,0,0,0,2,2,2,0,0,2,0.20411266336718478,585,0
5932,0,0.0,0,0,-1.0224807140712655,1,0,1,0,0,2,0,2,2,0,1,2,1.0134974979443838,5268,1
5773,1,0.0,1,1,-1.1440465562247568,1,0,1,0,0,0,0,0,0,0,1,3,0.17987958448762792,2457,0
6303,0,0.0,0,0,0.19317770746364812,1,0,2,1,1,1,1,1,1,2,0,3,-1.4259657759310065,5927,0
5014,1,0.0,0,0,-0.4551734506883058,1,0,2,1,1,1,1,1,1,0,0,3,-1.4211191601550952,3565,0
6706,0,0.0,0,0,-0.5767392928417971,1,2,1,0,0,0,2,0,2,0,1,2,0.8438659457874859,1075,1
4969,0,0.0,0,0,-1.225090450993751,1,0,1,0,0,0,0,0,0,0,0,2,0.1604931213839826,354,1
6236,1,0.0,1,1,-0.009432029458837478,1,2,1,2,0,0,0,2,2,0,1,1,1.1492027396699023,2785,1
634,1,0.0,0,0,-1.184568503609254,1,0,0,2,0,0,0,0,0,0,1,3,-0.44694938919690946,1058,0
5268,1,0.0,0,0,-0.9414368193022712,1,0,1,0,0,0,2,2,2,0,1,0,1.0312684224560593,6120,0
2849,0,0.0,0,0,-1.2656123983782481,1,0,0,0,2,0,0,0,0,0,0,2,-0.4679513908925254,4140,0
3287,1,0.0,1,1,-0.5767392928417971,1,0,0,0,0,2,0,0,2,0,0,2,-0.21108075476922256,6515,1
2712,1,0.0,1,1,-0.8198709771487799,1,0,0,0,0,0,0,0,2,1,0,1,-0.33386168775897745,5480,1
5436,1,0.0,1,0,1.5709239185365502,1,2,0,2,2,2,2,0,2,2,1,3,0.5207582273933944,4623,0
6585,0,0.0,0,0,1.2872702868450703,1,2,2,1,1,1,1,1,1,1,1,0,-1.278951764061695,1061,0
6609,0,0.0,0,0,-0.3741295559193116,1,0,2,1,1,1,1,1,1,0,1,3,-1.4372745460747998,3982,0
1005,0,0.0,1,1,0.27422160223264236,1,0,0,2,0,0,0,0,0,0,0,1,-0.4178696945414413,1690,0
2394,1,0.0,1,0,-0.17151981899682595,1,0,0,2,0,0,2,0,0,1,0,3,-0.31124414747139095,790,0
5088,1,0.0,0,0,0.19317770746364812,1,0,1,0,0,0,0,0,0,0,1,3,0.20572820195915514,2209,0
4787,0,0.0,0,0,0.5983971813086193,1,2,1,2,0,2,0,2,0,1,0,1,0.9989576506166501,3917,0
5983,1,0.0,1,1,-0.2525637137658202,1,2,1,0,0,0,0,2,0,0,1,2,0.6386925446072379,1696,1
5916,0,0.0,1,1,0.7199630234621106,1,0,1,0,0,0,0,0,0,0,1,0,0.18634173885550986,3080,0
932,1,0.0,1,1,-0.21204176638132308,1,2,0,0,0,0,2,2,2,0,0,0,0.2461166667584166,1559,0
1801,0,0.0,1,0,1.206226392076076,1,2,2,1,1,1,1,1,1,2,0,0,-1.3031848429412518,768,0
5784,0,0.0,1,0,1.5709239185365502,1,0,0,2,0,2,2,2,2,2,0,0,0.5773020781123603,4859,0
1200,1,0.0,0,0,1.3683141816140645,1,2,2,1,1,1,1,1,1,2,0,3,-1.2563342237741086,1194,0
4572,1,0.0,1,1,1.4493580763830587,1,2,1,2,2,2,2,2,2,2,1,0,1.6387109330369511,5934,0
3433,1,0.0,1,0,0.9630947077690933,1,0,1,0,0,0,0,0,2,1,1,2,0.5466068448649221,3884,0
7013,1,0.0,1,0,0.23369965484814523,1,0,1,2,2,0,0,0,0,0,1,2,0.49975622569777867,2611,1
1287,0,0.0,0,1,-0.6577831876107914,1,0,2,1,1,1,1,1,1,1,1,0,-1.4437367004426818,3117,0
5186,0,0.0,1,1,-0.7388270823797857,1,0,1,0,0,0,0,0,0,0,0,2,0.20088158618324406,90,0
3445,1,0.0,1,1,-0.009432029458837478,1,0,1,0,0,0,0,0,0,0,1,0,0.18634173885550986,1983,1
2345,0,0.0,0,0,-0.9819587666867683,1,0,0,2,0,0,2,0,0,1,0,0,-0.31447522465533195,3793,0
2464,0,0.0,1,1,0.43630939177063083,1,2,1,0,0,2,0,2,2,0,1,0,1.14112504671005,3594,0
548,0,0.0,0,0,0.8010069182311049,1,2,0,2,0,2,2,2,0,1,0,1,0.3236625191729987,3317,0
2833,1,0.0,0,0,-1.184568503609254,1,0,0,0,0,0,2,0,0,0,1,3,-0.4437183120129685,937,0
1951,1,0.0,0,0,-0.13099787161232884,1,0,2,1,1,1,1,1,1,1,1,3,-1.4275813145229772,4720,0
5917,0,0.0,0,0,-1.2656123983782481,1,0,2,1,1,1,1,1,1,0,0,3,-1.4324279302988885,1487,1
4987,0,0.0,0,0,0.31474354961713946,1,2,0,0,0,2,2,2,2,1,1,3,0.5417602290890104,2788,0
4239,1,0.0,1,0,0.31474354961713946,1,2,1,0,0,0,0,2,2,0,1,0,1.0700413486633498,3195,1
2434,0,0.0,0,0,0.152655760079151,1,0,2,1,1,1,1,1,1,1,0,3,-1.4356590074828295,5046,0
4931,0,0.0,0,0,-1.1035246088402597,1,0,1,0,0,0,0,0,2,0,1,2,0.5175271502094536,3513,1
1112,0,0.0,0,0,-0.9009148719177741,1,0,1,2,0,0,0,2,0,0,1,3,0.6693877778546767,6146,1
1402,1,0.0,1,1,-1.225090450993751,1,0,1,0,0,0,0,2,2,0,1,0,0.8260950212758109,1414,1
248,1,0.0,0,0,-0.3741295559193116,1,2,1,0,0,0,2,2,0,0,1,2,0.8600213317071904,1547,1
4323,1,0.0,1,1,-0.2525637137658202,1,0,2,1,1,1,1,1,1,1,1,0,-1.419503621563125,4277,0
1176,0,0.0,1,0,0.07161186531015676,1,0,0,0,0,0,2,0,0,0,0,0,-0.4453338506049389,1368,0
5086,1,0.0,0,0,-0.9009148719177741,1,0,0,2,0,0,2,2,0,0,0,0,-0.05598904994005875,4996,0
2677,0,0.0,0,0,-0.7388270823797857,1,0,0,2,0,0,2,0,0,1,0,3,-0.26762460548818856,5994,0
432,0,0.0,0,0,-0.3741295559193116,1,2,1,2,0,0,0,2,0,0,1,0,0.8422504071955155,1784,1
6798,1,0.0,1,0,0.5983971813086193,1,0,2,1,1,1,1,1,1,2,0,3,-1.4324279302988885,6489,0
5005,1,0.0,1,0,-0.3336076085348144,1,0,1,2,0,0,2,0,2,0,1,2,0.8164017897239882,1846,0
3931,1,0.0,1,0,0.6794410760776135,1,2,1,0,2,0,0,2,2,0,1,0,1.1330473537501977,4093,1
4370,0,0.0,0,0,-1.225090450993751,1,0,1,0,0,0,0,0,0,0,0,0,0.18634173885550986,811,1
2168,0,0.0,0,0,-1.225090450993751,1,0,0,0,2,0,0,0,0,0,1,1,-0.4824912382202596,6343,1
445,1,0.0,0,0,-1.0224807140712655,1,2,1,0,0,2,0,2,2,0,1,0,1.1007365819107886,5590,1
1433,1,0.0,0,0,-1.2656123983782481,1,0,2,1,1,1,1,1,1,0,0,3,-1.385577311131745,1730,0
2943,0,0.0,1,1,1.0846605499225848,1,2,1,0,2,0,2,0,2,0,1,0,1.0555015013356162,4621,0
2893,0,0.0,1,1,1.0441386025380877,1,2,2,1,1,1,1,1,1,1,1,1,-1.275720686877754,896,0
3046,0,0.0,0,0,0.35526549700163657,1,2,1,2,2,2,2,2,2,0,1,0,1.6322487786690691,3854,1
308,0,0.0,1,1,-1.184568503609254,1,0,1,0,0,0,0,0,0,0,1,2,0.17987958448762792,1626,0
185,1,0.0,0,0,-0.009432029458837478,1,0,2,1,1,1,1,1,1,2,1,0,-1.419503621563125,5010,0
3052,1,0.0,1,1,-1.3061343457627452,1,2,2,1,1,1,1,1,1,2,0,3,-1.2353322220784926,0,0
6962,1,0.0,0,0,-1.225090450993751,1,0,1,0,0,0,0,0,2,0,1,2,0.5482223834568924,1208,1
6475,0,0.0,1,1,0.8010069182311049,1,0,2,1,1,1,1,1,1,1,0,1,-1.4340434688908588,28,0
5144,1,0.0,0,0,-0.009432029458837478,1,2,1,2,0,0,2,0,0,0,0,0,0.7647045547809338,2402,0
3168,0,0.0,0,0,-0.6577831876107914,1,2,1,0,0,0,0,0,0,0,1,1,0.3478955980525556,246,0
6377,0,0.0,0,0,0.7604849708466078,1,2,1,2,2,2,0,2,2,1,0,0,1.4044578372012348,4692,0
4123,1,0.0,0,0,-0.13099787161232884,1,0,0,0,0,2,2,2,2,1,1,0,0.3672820611562009,1878,0
6060,1,0.0,1,0,1.5304019711520531,1,0,0,2,2,2,2,0,0,2,0,1,0.03125003402634604,3850,0
6115,0,0.0,1,1,1.5709239185365502,1,2,1,2,0,2,2,0,2,2,0,2,1.1782824343253708,5605,0
922,1,0.0,1,1,0.35526549700163657,1,2,0,0,2,2,0,2,0,1,0,0,0.14595327405624842,2454,0
5274,1,0.0,0,0,-1.2656123983782481,1,0,1,0,0,0,0,2,0,0,1,2,0.5352980747211286,6021,0
3247,0,0.0,1,0,-1.0224807140712655,1,0,0,2,0,2,2,2,2,0,0,0,0.557915615008715,4785,0
3211,1,0.0,1,1,-0.2930856611503173,1,0,1,0,0,0,0,2,2,1,1,2,0.853559177339309,1792,1
6857,1,0.0,1,1,1.4088361289985616,1,2,1,2,2,0,2,0,0,1,0,2,0.8260950212758109,4938,0
4918,1,0.0,1,1,-1.1035246088402597,1,2,0,0,0,0,2,0,0,0,1,3,-0.26762460548818856,2240,0
6748,1,0.0,0,1,-0.6983051349952885,1,2,2,1,1,1,1,1,1,0,1,2,-1.2660274553259314,2816,0
3307,0,0.0,1,1,-0.4956953980728029,1,0,2,1,1,1,1,1,1,0,0,2,-1.4211191601550952,3564,0
6244,1,0.0,1,1,-1.184568503609254,1,0,0,0,2,2,0,0,0,0,1,3,-0.2530847581604546,1168,1
5487,1,0.0,1,1,0.8820508130000991,1,2,1,0,2,0,2,2,2,1,1,2,1.3317586005625641,4666,0
6154,1,0.0,0,0,0.3957874443861337,1,0,2,1,1,1,1,1,1,1,1,3,-1.4356590074828295,6168,0
5232,0,0.0,1,0,-0.9414368193022712,1,0,1,0,0,0,0,0,2,0,1,2,0.5094494572496013,5863,0
2917,0,0.0,0,0,1.2467483394605732,1,2,1,0,2,0,0,2,2,2,0,0,1.0813501188071433,5069,0
665,0,0.0,1,0,1.489880023767556,1,2,2,1,1,1,1,1,1,2,0,0,-1.2837983798376063,1118,0
6613,0,0.0,0,0,1.489880023767556,1,2,2,1,1,1,1,1,1,2,0,1,-1.2724896096938132,1164,0
2366,1,0.0,1,0,0.31474354961713946,1,0,0,0,2,0,0,0,0,0,1,3,-0.44694938919690946,1684,0
6872,0,0.0,0,0,-1.1440465562247568,1,0,1,2,0,2,2,0,2,0,1,0,0.9828022646969455,3307,1
5415,0,0.0,1,0,0.19317770746364812,1,2,1,0,0,2,0,0,0,0,1,1,0.4836008397780741,2453,1
